,id,ICD10_CODE,Freq,VALIDITY_x,SHORT_DESCRIPTION_x,LONG_DESCRIPTION_x,FULL_DESCRIPTION_x,STATUS_x,CODE_TYPE_x
3939,3940,S72.001D,1,C,FX UNS PRT NCK RT FEM SUB CLO RTN,FX UNS PART NECK RT FEMUR SUBSQT CLOS FX RTN,"Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with routine healing",,1
3940,3941,S72.001G,1,C,FX UNS PRT NCK RT FEM SUB CLO DLAY,FX UNS PART NECK RT FEMUR SUBSQT CLOS FX DLAY,"Fracture of unspecified part of neck of right femur, subsequent encounter for closed fracture with delayed healing",,1
3941,3942,S72.001S,2,C,FX UNS PRT NECK RT FEM SEQUELA,FRACTURE UNSPECIFIED PART NECK RT FEMUR SEQUELA,"Fracture of unspecified part of neck of right femur, sequela",,1
3942,3943,S72.002A,10,C,FX UNS PRT NCK LT FEM INIT CLOS FX,FX UNS PART NECK LT FEMUR INITIAL ENC CLOS FX,"Fracture of unspecified part of neck of left femur, initial encounter for closed fracture",,1
3943,3944,S72.002D,3,C,FX UNS PRT NCK LT FEM SUB CLO RTN,FX UNS PART NECK LT FEMUR SUBSQT CLOS FX RTN,"Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with routine healing",,1
3944,3945,S72.002S,1,C,FX UNS PRT NECK LT FEM SEQUELA,FRACTURE UNSPECIFIED PART NECK LT FEMUR SEQUELA,"Fracture of unspecified part of neck of left femur, sequela",,1
3945,3946,S72.009A,8,C,FX UNS PRT NCK UNS FEM INIT CLOS FX,FX UNS PART NECK UNS FEMUR INITIAL ENC CLOS FX,"Fracture of unspecified part of neck of unspecified femur, initial encounter for closed fracture",,1
3946,3947,S72.301S,1,C,UNS FRACTURE SHAFT RT FEMUR SEQUELA,UNSPECIFIED FRACTURE SHAFT RIGHT FEMUR SEQUELA,"Unspecified fracture of shaft of right femur, sequela",,1
3947,3948,S72.302A,1,C,UNS FX SHAFT LT FEMUR INIT CLOS FX,UNS FX SHAFT LT FEMUR INITIAL ENC CLOS FRACTURE,"Unspecified fracture of shaft of left femur, initial encounter for closed fracture",,1
3948,3949,S72.401A,1,C,UNS FX LOWER RT FEM INITIAL CLOS FX,UNS FX LOWER RT FEMUR INITIAL ENC CLOS FRACTURE,"Unspecified fracture of lower end of right femur, initial encounter for closed fracture",,1
3949,3950,S72.90XA,2,C,UNS FX UNS FEMUR INITIAL CLOS FX,UNS FRACTURE UNS FEMUR INITIAL ENC CLOS FX,"Unspecified fracture of unspecified femur, initial encounter for closed fracture",,1
3950,3951,S72.90XS,1,C,UNS FRACTURE UNS FEMUR SEQUELA,UNSPECIFIED FRACTURE UNSPECIFIED FEMUR SEQUELA,"Unspecified fracture of unspecified femur, sequela",,1
3951,3952,S72.91XA,5,C,UNS FX RT FEMUR INITIAL CLOS FX,UNS FRACTURE RT FEMUR INITIAL ENC CLOS FX,"Unspecified fracture of right femur, initial encounter for closed fracture",,1
3952,3953,S72.91XS,3,C,UNS FRACTURE RT FEMUR SEQUELA,UNSPECIFIED FRACTURE RIGHT FEMUR SEQUELA,"Unspecified fracture of right femur, sequela",,1
3953,3954,S72.92XA,4,C,UNS FX LT FEMUR INITIAL CLOS FX,UNS FRACTURE LT FEMUR INITIAL ENC CLOS FX,"Unspecified fracture of left femur, initial encounter for closed fracture",,1
3954,3955,S73.002A,1,C,UNS SUBLUXATION LT HIP INITIAL,UNSPECIFIED SUBLUXATION LT HIP INITIAL ENCOUNTER,"Unspecified subluxation of left hip, initial encounter",,1
3955,3956,S73.004A,1,C,UNS DISLOCATION RT HIP INITIAL,UNSPECIFIED DISLOCATION RT HIP INITIAL ENCOUNTER,"Unspecified dislocation of right hip, initial encounter",,1
3956,3957,S73.006A,1,C,UNS DISLOCATION UNS HIP INITIAL,UNSPECIFIED DISLOCATION UNS HIP INITIAL ENCOUNTR,"Unspecified dislocation of unspecified hip, initial encounter",,1
3957,3958,S73.101A,1,C,UNSPECIFIED SPRAIN RT HIP INITIAL,UNSPECIFIED SPRAIN RIGHT HIP INITIAL ENCOUNTER,"Unspecified sprain of right hip, initial encounter",,1
3958,3959,S73.102A,1,C,UNSPECIFIED SPRAIN LEFT HIP INITIAL,UNSPECIFIED SPRAIN OF LEFT HIP INITIAL ENCOUNTER,"Unspecified sprain of left hip, initial encounter",,1
3959,3960,S73.199A,1,C,OTHER SPRAIN UNS HIP INITIAL ENC,OTHER SPRAIN UNSPECIFIED HIP INITIAL ENCOUNTER,"Other sprain of unspecified hip, initial encounter",,1
3960,3961,S76.011A,7,C,STRAIN MUSC FASC TENDON RT HIP INIT,STRAIN MUSCLE FASCIA TENDON RT HIP INITIAL ENC,"Strain of muscle, fascia and tendon of right hip, initial encounter",,1
3961,3962,S76.011D,1,C,STRAIN MUSC FASC TENDON RT HIP SUBS,STRAIN MUSCLE FASCIA TENDON RT HIP SUBSQT ENC,"Strain of muscle, fascia and tendon of right hip, subsequent encounter",,1
3962,3963,S76.012A,2,C,STRAIN MUSC FASC TENDON LT HIP INIT,STRAIN MUSCLE FASCIA TENDON LEFT HIP INITIAL ENC,"Strain of muscle, fascia and tendon of left hip, initial encounter",,1
3963,3964,S76.012D,2,C,STRAIN MUSC FASC TENDON LT HIP SUBS,STRAIN MUSCLE FASCIA TENDON LEFT HIP SUBSQT ENC,"Strain of muscle, fascia and tendon of left hip, subsequent encounter",,1
3964,3965,S76.019A,4,C,STRAIN MUSC FASC TEND UNS HIP INIT,STRAIN MUSCLE FASCIA TENDON UNS HIP INITIAL ENC,"Strain of muscle, fascia and tendon of unspecified hip, initial encounter",,1
3965,3966,S76.112A,1,C,STRAIN LT QUAD MUSC FASC TEND INIT,STRAIN LT QUAD MUSCLE FASCIA TENDON INITIAL ENC,"Strain of left quadriceps muscle, fascia and tendon, initial encounter",,1
3966,3967,S76.211A,1,C,STRN ADDUCT MUSC FASC RT THIGH INIT,STRAIN ADDUCTOR MUSC FASC TEND RT THIGH INIT ENC,"Strain of adductor muscle, fascia and tendon of right thigh, initial encounter",,1
3967,3968,S76.219A,2,C,STRN ADDUCT MSC FASC UNS THIGH INIT,STRAIN ADDUCTOR MUSC FASC TEND UNS THIGH INITIAL,"Strain of adductor muscle, fascia and tendon of unspecified thigh, initial encounter",,1
3968,3969,S76.302A,2,C,UNS INJ MSC FASC POST THIGH LT INIT,UNS INJ MUSC FASC TEND POST THIGH LT INITIAL ENC,"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, initial encounter",,1
3969,3970,S76.311A,3,C,STRN MUSC FASC RT POST THIGH INIT,STRAIN MUSCLE FASC TEND POST THIGH RT INIT ENC,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh, initial encounter",,1
3970,3971,S76.312A,3,C,STRN MUSC FASC LT POST THIGH INIT,STRAIN MUSCLE FASC TEND POST THIGH LT INIT ENC,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, initial encounter",,1
3971,3972,S76.319A,1,C,STRN MUSC FASC RT POST THIGH INIT,STRAIN MUSCLE FASC TEND POST THIGH UNS INIT ENC,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, unspecified thigh, initial encounter",,1
3972,3973,S76.911A,1,C,STRAIN UNS MUSC FASC RT THIGH INIT,STRAIN UNS MUSCLE FASC TEND THIGH RT INITIAL ENC,"Strain of unspecified muscles, fascia and tendons at thigh level, right thigh, initial encounter",,1
3973,3974,S76.912A,2,C,STRAIN UNS MUSC FASC LT THIGH INIT,STRAIN UNS MUSCLE FASC TEND THIGH LT INITIAL ENC,"Strain of unspecified muscles, fascia and tendons at thigh level, left thigh, initial encounter",,1
3974,3975,S78.112A,2,C,CMPL TRAUM AMP BETWN LT HIP KN INIT,COMPLETE TRAUMATIC AMP BETWN LT HIP KNEE INITIAL,"Complete traumatic amputation at level between left hip and knee, initial encounter",,1
3975,3976,S80.00XA,1,C,CONTUSION UNSPECIFIED KNEE INITIAL,CONTUSION OF UNSPECIFIED KNEE INITIAL ENCOUNTER,"Contusion of unspecified knee, initial encounter",,1
3976,3977,S80.01XA,9,C,CONTUSION RIGHT KNEE INITIAL ENC,CONTUSION OF RIGHT KNEE INITIAL ENCOUNTER,"Contusion of right knee, initial encounter",,1
3977,3978,S80.01XD,2,C,CONTUSION RIGHT KNEE SUBSEQUENT ENC,CONTUSION OF RIGHT KNEE SUBSEQUENT ENCOUNTER,"Contusion of right knee, subsequent encounter",,1
3978,3979,S80.02XA,2,C,CONTUSION LEFT KNEE INITIAL ENC,CONTUSION OF LEFT KNEE INITIAL ENCOUNTER,"Contusion of left knee, initial encounter",,1
3979,3980,S80.02XS,1,C,CONTUSION OF LEFT KNEE SEQUELA,CONTUSION OF LEFT KNEE SEQUELA,"Contusion of left knee, sequela",,1
3980,3981,S80.10XA,1,C,CONTUSION UNS LOWER LEG INITIAL,CONTUSION UNS LOWER LEG INITIAL ENCOUNTER,"Contusion of unspecified lower leg, initial encounter",,1
3981,3982,S80.11XA,6,C,CONTUSION RIGHT LOWER LEG INITIAL,CONTUSION OF RIGHT LOWER LEG INITIAL ENCOUNTER,"Contusion of right lower leg, initial encounter",,1
3982,3983,S80.12XA,5,C,CONTUSION LEFT LOWER LEG INITIAL,CONTUSION OF LEFT LOWER LEG INITIAL ENCOUNTER,"Contusion of left lower leg, initial encounter",,1
3983,3984,S80.211A,7,C,ABRASION RIGHT KNEE INITIAL ENC,ABRASION RIGHT KNEE INITIAL ENCOUNTER,"Abrasion, right knee, initial encounter",,1
3984,3985,S80.212A,1,C,ABRASION LEFT KNEE INITIAL ENC,ABRASION LEFT KNEE INITIAL ENCOUNTER,"Abrasion, left knee, initial encounter",,1
3985,3986,S80.811A,1,C,ABRASION RIGHT LOWER LEG INITIAL,ABRASION RIGHT LOWER LEG INITIAL ENCOUNTER,"Abrasion, right lower leg, initial encounter",,1
3986,3987,S80.812A,4,C,ABRASION LEFT LOWER LEG INITIAL ENC,ABRASION LEFT LOWER LEG INITIAL ENCOUNTER,"Abrasion, left lower leg, initial encounter",,1
3987,3988,S80.819A,2,C,ABRASION UNS LOWER LEG INITIAL,ABRASION UNSPECIFIED LOWER LEG INITIAL ENCOUNTER,"Abrasion, unspecified lower leg, initial encounter",,1
3988,3989,S80.829A,3,C,BLISTER NONTHERMAL UNS LOW LEG INIT,BLISTER NONTHERMAL UNS LOWER LEG INITIAL ENCNTR,"Blister (nonthermal), unspecified lower leg, initial encounter",,1
3989,3990,S80.861D,1,C,INSECT BITE NONVENOM RT LOW LEG SUB,INSECT BITE NONVENOMOUS RT LOWER LEG SUBSQT ENC,"Insect bite (nonvenomous), right lower leg, subsequent encounter",,1
3990,3991,S81.001S,1,C,UNS OPEN WOUND RT KNEE SEQUELA,UNSPECIFIED OPEN WOUND RIGHT KNEE SEQUELA,"Unspecified open wound, right knee, sequela",,1
3991,3992,S81.011A,1,C,LACERATION W/O FB RT KNEE INITIAL,LACERATION W/O FOREIGN BODY RT KNEE INITIAL ENC,"Laceration without foreign body, right knee, initial encounter",,1
3992,3993,S81.031D,1,C,PUNCTURE WOUND W/O FB RT KNEE SUB,PUNCTURE WOUND W/O FOREIGN BODY RT KNEE SUBSQT,"Puncture wound without foreign body, right knee, subsequent encounter",,1
3993,3994,S81.032A,1,C,PUNCTURE WOUND W/O FB LT KNEE INIT,PUNCTURE WOUND W/O FOREIGN BODY LT KNEE INIT ENC,"Puncture wound without foreign body, left knee, initial encounter",,1
3994,3995,S81.801A,11,C,UNS OPEN WOUND RT LOWER LEG INITIAL,UNSPECIFIED OPEN WOUND RT LOWER LEG INITIAL ENC,"Unspecified open wound, right lower leg, initial encounter",,1
3995,3996,S81.801D,7,C,UNS OPEN WOUND RT LOWER LEG SUBSQT,UNSPECIFIED OPEN WOUND RT LOWER LEG SUBSQT ENC,"Unspecified open wound, right lower leg, subsequent encounter",,1
3996,3997,S81.802A,18,C,UNS OPEN WOUND LT LOWER LEG INITIAL,UNSPECIFIED OPEN WOUND LT LOWER LEG INITIAL ENC,"Unspecified open wound, left lower leg, initial encounter",,1
3997,3998,S81.802D,4,C,UNS OPEN WOUND LT LOWER LEG SUBSQT,UNSPECIFIED OPEN WOUND LT LOWER LEG SUBSQT ENC,"Unspecified open wound, left lower leg, subsequent encounter",,1
3998,3999,S81.809A,9,C,UNS OPEN WOUND UNS LOW LEG INITIAL,UNSPECIFIED OPEN WOUND UNS LOWER LEG INITIAL ENC,"Unspecified open wound, unspecified lower leg, initial encounter",,1
3999,4000,S81.811A,2,C,LACERATION W/O FB RT LOW LEG INIT,LACERATION W/O FOREIGN BODY RT LOW LEG INIT ENC,"Laceration without foreign body, right lower leg, initial encounter",,1
4000,4001,S81.812A,6,C,LACERATION W/O FB LT LOW LEG INIT,LACERATION W/O FOREIGN BODY LT LOW LEG INIT ENC,"Laceration without foreign body, left lower leg, initial encounter",,1
4001,4002,S81.812D,2,C,LACERATION W/O FB LT LOW LEG SUBSQT,LACERATION W/O FOREIGN BODY LT LOW LEG SBSQT ENC,"Laceration without foreign body, left lower leg, subsequent encounter",,1
4002,4003,S81.852A,3,C,OPEN BITE LEFT LOWER LEG INITIAL,OPEN BITE LEFT LOWER LEG INITIAL ENCOUNTER,"Open bite, left lower leg, initial encounter",,1
4003,4004,S81.859A,1,C,OPEN BITE UNS LOWER LEG INITIAL,OPEN BITE UNSPECIFIED LOWER LEG INITIAL ENCNTR,"Open bite, unspecified lower leg, initial encounter",,1
4004,4005,S82.009A,1,C,UNS FX UNS PATELLA INITIAL CLOS FX,UNS FRACTURE UNS PATELLA INITIAL ENC CLOSED FX,"Unspecified fracture of unspecified patella, initial encounter for closed fracture",,1
4005,4006,S82.024D,1,C,NDSPL LONG FX RT PAT SUB CLO FX RTN,NONDSPL LONGITUD FX RT PATELLA SUBS CLO RTN HEAL,"Nondisplaced longitudinal fracture of right patella, subsequent encounter for closed fracture with routine healing",,1
4006,4007,S82.143A,3,C,DSPL BICONDYL FX UNS TIB INIT CLOS,DSPL BICONDYLAR FX UNS TIB INIT ENC CLOS FX,"Displaced bicondylar fracture of unspecified tibia, initial encounter for closed fracture",,1
4007,4008,S82.201A,3,C,UNS FX SHAFT RT TIB INITIAL CLOS FX,UNS FRACTURE SHAFT RT TIBIA INIT ENC CLOS FX,"Unspecified fracture of shaft of right tibia, initial encounter for closed fracture",,1
4008,4009,S82.201D,3,C,UNS FX SHAFT RT TIB SUB CLOS FX RTN,UNS FX SHAFT RT TIBIA SUBSQT CLOS FX RTN HEAL,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing",,1
4009,4010,S82.221S,2,C,DSPL TRNS FX SHFT RT TIB SEQUELA,DISPLACED TRANSVERSE FX SHAFT RT TIBIA SEQUELA,"Displaced transverse fracture of shaft of right tibia, sequela",,1
4010,4011,S82.301A,1,C,UNS FX LOWER RT TIB INITIAL CLOS FX,UNS FRACTURE LOWER RT TIBIA INITIAL ENC CLOS FX,"Unspecified fracture of lower end of right tibia, initial encounter for closed fracture",,1
4011,4012,S82.401D,1,C,UNS FX SHFT RT FIB SUB CLOS FX RTN,UNS FX SHAFT RT FIBULA SUBSQT CLOS FX RTN HEAL,"Unspecified fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing",,1
4012,4013,S82.65XA,1,C,NDSPL FX LAT MALL LT FIB INIT CLOS,NDSPL FX LAT MALLEOLUS LT FIBULA INIT CLOS FX,"Nondisplaced fracture of lateral malleolus of left fibula, initial encounter for closed fracture",,1
4013,4014,S82.831D,1,C,OTH FX UP LOW RT FIB SUB CLO FX RTN,OTH FX UPPER & LOWER RT FIB SUBSQT CLOS RTN HEAL,"Other fracture of upper and lower end of right fibula, subsequent encounter for closed fracture with routine healing",,1
4014,4015,S82.832A,5,C,OTH FX UP LOW LT FIB INIT CLOS FX,OTH FX UPPER & LOWER LT FIBULA INIT ENC CLOS FX,"Other fracture of upper and lower end of left fibula, initial encounter for closed fracture",,1
4015,4016,S82.832D,1,C,OTH FX UP LOW LT FIB SUB CLO FX RTN,OTH FX UPPER & LOWER LT FIB SUBSQT CLOS RTN HEAL,"Other fracture of upper and lower end of left fibula, subsequent encounter for closed fracture with routine healing",,1
4016,4017,S82.891A,9,C,OTH FX RT LOWER LEG INITIAL CLOS FX,OTH FRACTURE RT LOWER LEG INIT ENC CLOS FRACTURE,"Other fracture of right lower leg, initial encounter for closed fracture",,1
4017,4018,S82.891D,1,C,OTH FX RT LOW LEG SUB CLOS FX RTN,OTH FX RT LOWER LEG SUBSQT ENC CLOS FX RTN HEAL,"Other fracture of right lower leg, subsequent encounter for closed fracture with routine healing",,1
4018,4019,S82.892A,2,C,OTH FX LT LOWER LEG INITIAL CLOS FX,OTH FRACTURE LT LOWER LEG INIT ENC CLOS FRACTURE,"Other fracture of left lower leg, initial encounter for closed fracture",,1
4019,4020,S82.892S,1,C,OTHER FRACTURE LT LOWER LEG SEQUELA,OTHER FRACTURE OF LEFT LOWER LEG SEQUELA,"Other fracture of left lower leg, sequela",,1
4020,4021,S82.899A,1,C,OTH FX UNS LOWER LEG INIT CLOS FX,OTH FRACTURE UNS LOWER LEG INIT ENC CLOS FX,"Other fracture of unspecified lower leg, initial encounter for closed fracture",,1
4021,4022,S82.91XA,1,C,UNS FX RT LOWER LEG INITIAL CLOS FX,UNS FRACTURE RT LOWER LEG INIT ENC CLOS FRACTURE,"Unspecified fracture of right lower leg, initial encounter for closed fracture",,1
4022,4023,S82.92XA,3,C,UNS FX LT LOWER LEG INITIAL CLOS FX,UNS FRACTURE LT LOWER LEG INIT ENC CLOS FRACTURE,"Unspecified fracture of left lower leg, initial encounter for closed fracture",,1
4023,4024,S83.001S,1,C,UNS SUBLUXATION RT PATELLA SEQUELA,UNSPECIFIED SUBLUXATION OF RIGHT PATELLA SEQUELA,"Unspecified subluxation of right patella, sequela",,1
4024,4025,S83.003A,2,C,UNS SUBLUXATION UNS PATELLA INITIAL,UNSPECIFIED SUBLUXATION UNS PATELLA INITIAL ENC,"Unspecified subluxation of unspecified patella, initial encounter",,1
4025,4026,S83.206A,3,C,UNS TEAR UNS MENSC CUR RT KNEE INIT,UNS TEAR UNS MENISCUS CURR INJ RT KNEE INIT ENC,"Unspecified tear of unspecified meniscus, current injury, right knee, initial encounter",,1
4026,4027,S83.206D,3,C,UNS TEAR UNS MENSC CURR RT KNEE SUB,UNS TEAR UNS MENISCUS CURR INJ RT KNEE SUBSQT,"Unspecified tear of unspecified meniscus, current injury, right knee, subsequent encounter",,1
4027,4028,S83.207A,1,C,UNS TEAR UNS MENSC CUR LT KNEE INIT,UNS TEAR UNS MENISCUS CURR INJ LT KNEE INIT ENC,"Unspecified tear of unspecified meniscus, current injury, left knee, initial encounter",,1
4028,4029,S83.209A,1,C,UNS TEAR UNS MENSC CUR UNS KNEE INT,UNS TEAR UNS MENISCUS CURR INJ UNS KNEE INIT ENC,"Unspecified tear of unspecified meniscus, current injury, unspecified knee, initial encounter",,1
4029,4030,S83.241D,1,C,OTH TEAR MED MENSC CURR RT KNEE SUB,OTH TEAR MED MENISCUS CURR INJ RT KNEE SBSQT ENC,"Other tear of medial meniscus, current injury, right knee, subsequent encounter",,1
4030,4031,S83.242A,2,C,OTH TEAR MED MENSC CUR LT KNEE INIT,OTH TEAR MED MENISCUS CURR INJ LT KNEE INIT ENC,"Other tear of medial meniscus, current injury, left knee, initial encounter",,1
4031,4032,S83.242D,2,C,OTH TEAR MED MENSC CURR LT KNEE SUB,OTH TEAR MED MENISCUS CURR INJ LT KNEE SBSQT ENC,"Other tear of medial meniscus, current injury, left knee, subsequent encounter",,1
4032,4033,S83.249A,2,C,OTH TEAR MM CURR UNS KNEE INIT,OTH TEAR MED MENISCUS CURR INJ UNS KNEE INIT ENC,"Other tear of medial meniscus, current injury, unspecified knee, initial encounter",,1
4033,4034,S83.282A,1,C,OTH TEAR LAT MENSC CUR LT KNEE INIT,OTH TEAR LAT MENISC CURRNT INJ LT KNEE INIT ENC,"Other tear of lateral meniscus, current injury, left knee, initial encounter",,1
4034,4035,S83.282D,1,C,OTH TEAR LAT MENSC CURR LT KNEE SUB,OTH TEAR LAT MENISC CURRNT INJ LT KNEE SBSQT ENC,"Other tear of lateral meniscus, current injury, left knee, subsequent encounter",,1
4035,4036,S83.412D,1,C,SPRAIN MCL LEFT KNEE SUBSQT ENC,SPRAIN MED COLLATERAL LIGAMENT LT KNEE SUBSQT,"Sprain of medial collateral ligament of left knee, subsequent encounter",,1
4036,4037,S83.419A,2,C,SPRAIN MCL UNS KNEE INITIAL ENC,SPRAIN MED COLLATERAL LIGAMENT UNS KNEE INITIAL,"Sprain of medial collateral ligament of unspecified knee, initial encounter",,1
4037,4038,S83.429A,1,C,SPRAIN LCL UNS KNEE INITIAL ENC,SPRAIN LAT COLLATERAL LIGAMENT UNS KNEE INITIAL,"Sprain of lateral collateral ligament of unspecified knee, initial encounter",,1
4038,4039,S83.511D,1,C,SPRAIN ACL RIGHT KNEE SUBSEQUENT,SPRAIN ANT CRUCIATE LIGAMENT RT KNEE SUBSQT ENC,"Sprain of anterior cruciate ligament of right knee, subsequent encounter",,1
4039,4040,S83.512A,1,C,SPRAIN ACL LEFT KNEE INITIAL ENC,SPRAIN ANT CRUCIATE LIGAMENT LT KNEE INITIAL ENC,"Sprain of anterior cruciate ligament of left knee, initial encounter",,1
4040,4041,S83.522A,1,C,SPRAIN POST CRUCIATE LIG LT KN INIT,SPRAIN POST CRUCIATE LIGAMENT LT KNEE INIT ENC,"Sprain of posterior cruciate ligament of left knee, initial encounter",,1
4041,4042,S83.92XA,1,C,SPRAIN UNS SITE LT KNEE INITIAL,SPRAIN UNSPECIFIED SITE LT KNEE INITIAL ENCNTR,"Sprain of unspecified site of left knee, initial encounter",,1
4042,4043,S84.10XA,1,C,INJ PERONEAL NERV LOW UNS LEG INIT,INJ PERONEAL NERVE LOW LEG LEVL UNS LEG INITIAL,"Injury of peroneal nerve at lower leg level, unspecified leg, initial encounter",,1
4043,4044,S86.012S,1,C,STRAIN LEFT ACHILLES TENDON SEQUELA,STRAIN OF LEFT ACHILLES TENDON SEQUELA,"Strain of left Achilles tendon, sequela",,1
4044,4045,S86.811A,1,C,STRAIN OTH MSC TEND LOW RT LEG INIT,STRAIN OTH MUSCLES TENDON LOW LEG RT LEG INITIAL,"Strain of other muscle(s) and tendon(s) at lower leg level, right leg, initial encounter",,1
4045,4046,S86.819A,1,C,STRAIN OTH MSC TEND LW UNS LEG INIT,STRAIN OTH MUSCLE TENDON LOW LEG UNS LEG INITIAL,"Strain of other muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter",,1
4046,4047,S86.899A,1,C,OTH INJ OTH MSC TEND L UNS LEG INIT,OTH INJ OTH MUSCLE TENDON LOW UNSLEG INITIAL ENC,"Other injury of other muscle(s) and tendon(s) at lower leg level, unspecified leg, initial encounter",,1
4047,4048,S86.911A,3,C,STRAIN UNS MSC TEND LOW RT LEG INIT,STRAIN UNS MUSCLE TENDON LOW LEG RT LEG INIT ENC,"Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter",,1
4048,4049,S86.911D,2,C,STRAIN UNS MSC TEND LOW RT LEG SUB,STRAIN UNS MUSCLE TENDON LOW LEG RT LEG SUBSQT,"Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, subsequent encounter",,1
4049,4050,S86.912A,3,C,STRAIN UNS MSC TEND LOW LT LEG INIT,STRAIN UNS MUSCLE TENDON LOW LEG LT LEG INIT ENC,"Strain of unspecified muscle(s) and tendon(s) at lower leg level, left leg, initial encounter",,1
4050,4051,S88.112A,2,C,CMPL TRAUM AMP BTWN KNEE ANK LT INT,COMPLETE TRAUM AMP BETWN KNEE ANKLE LT LEG INIT,"Complete traumatic amputation at level between knee and ankle, left lower leg, initial encounter",,1
4051,4052,S89.91XA,5,C,UNS INJURY RT LOWER LEG INITIAL ENC,UNS INJURY RT LOWER LEG INITIAL ENCOUNTER,"Unspecified injury of right lower leg, initial encounter",,1
4052,4053,S89.92XA,1,C,UNS INJURY LT LOWER LEG INITIAL ENC,UNS INJURY LT LOWER LEG INITIAL ENCOUNTER,"Unspecified injury of left lower leg, initial encounter",,1
4053,4054,S89.92XD,2,C,UNS INJURY LT LOWER LEG SUBSQT ENC,UNS INJURY LT LOWER LEG SUBSEQUENT ENCOUNTER,"Unspecified injury of left lower leg, subsequent encounter",,1
4054,4055,S89.92XS,1,C,UNS INJURY LT LOWER LEG SEQUELA,UNSPECIFIED INJURY LEFT LOWER LEG SEQUELA,"Unspecified injury of left lower leg, sequela",,1
4055,4056,S90.111A,1,C,CONTUS RT GRT TOE W/O DMG NAIL INIT,CONTUSION RT GREAT TOE W/O DAMAGE NAIL INIT ENC,"Contusion of right great toe without damage to nail, initial encounter",,1
4056,4057,S90.122A,3,C,CONTUS LT LESR TOES W/O DMG NL INIT,CONTUSION LT LESSER TOES W/O DAMAGE NAIL INITIAL,"Contusion of left lesser toe(s) without damage to nail, initial encounter",,1
4057,4058,S90.129A,3,C,CONTUS UNS LESR TOES NO DMG NL INIT,CONTUSION UNS LESSER TOES W/O DAMAGE NAIL INIT,"Contusion of unspecified lesser toe(s) without damage to nail, initial encounter",,1
4058,4059,S90.212A,1,C,CONTUS LT GREAT TOE W/DMG NAIL INIT,CONTUSION LT GREAT TOE W/DAMAGE NAIL INITIAL ENC,"Contusion of left great toe with damage to nail, initial encounter",,1
4059,4060,S90.221A,1,C,CONTUS RT LESR TOES W/DMG NAIL INIT,CONTUSION RT LESSER TOE W/DAMAGE NAIL INITIAL,"Contusion of right lesser toe(s) with damage to nail, initial encounter",,1
4060,4061,S90.229A,2,C,CONTUS UNS LESR TOES W/DMG NL INIT,CONTUSION UNS LESSER TOE W/DAMAGE NAIL INIT ENC,"Contusion of unspecified lesser toe(s) with damage to nail, initial encounter",,1
4061,4062,S90.30XA,1,C,CONTUSION UNSPECIFIED FOOT INITIAL,CONTUSION OF UNSPECIFIED FOOT INITIAL ENCOUNTER,"Contusion of unspecified foot, initial encounter",,1
4062,4063,S90.31XA,2,C,CONTUSION RIGHT FOOT INITIAL ENC,CONTUSION OF RIGHT FOOT INITIAL ENCOUNTER,"Contusion of right foot, initial encounter",,1
4063,4064,S90.32XA,1,C,CONTUSION LEFT FOOT INITIAL ENC,CONTUSION OF LEFT FOOT INITIAL ENCOUNTER,"Contusion of left foot, initial encounter",,1
4064,4065,S90.414A,1,C,ABRASION RIGHT LESSER TOES INITIAL,ABRASION RT LESSER TOES INITIAL ENCOUNTER,"Abrasion, right lesser toe(s), initial encounter",,1
4065,4066,S90.415A,1,C,ABRASION LEFT LESSER TOES INITIAL,ABRASION LT LESSER TOES INITIAL ENCOUNTER,"Abrasion, left lesser toe(s), initial encounter",,1
4066,4067,S90.416A,1,C,ABRASION UNS LESSER TOES INITIAL,ABRASION UNSPECIFIED LESSER TOES INITIAL ENCNTR,"Abrasion, unspecified lesser toe(s), initial encounter",,1
4067,4068,S90.422S,1,C,BLISTER NONTHERMAL LT GRT TOE SEQ,BLISTER NONTHERMAL LEFT GREAT TOE SEQUELA,"Blister (nonthermal), left great toe, sequela",,1
4068,4069,S90.424A,1,C,BLISTER NONTHERM RT LESSR TOES INIT,BLISTER NONTHERMAL RT LESSER TOES INITIAL ENCNTR,"Blister (nonthermal), right lesser toe(s), initial encounter",,1
4069,4070,S90.425A,3,C,BLISTER NONTHERM LT LESSR TOES INIT,BLISTER NONTHERMAL LT LESSER TOES INITIAL ENCNTR,"Blister (nonthermal), left lesser toe(s), initial encounter",,1
